syllabus_id,year,course_title,subtitle,departments,grade,campus,term_schedule,credits,note,extraction_time,created_at,all_instructors_kanji,all_instructors_kana
C2SEM40110,2025,参画ゼミナールⅢ,,社会学部,4年次,深草,前期　木３(C252),2,,2025-06-02 00:46:45,2025-06-01 15:46:48,築地　達郎,ツキジ　タツオ
C2SEM40120,2025,参画ゼミナールⅢ,,社会学部,4年次,深草,前期　木３(C253),2,,2025-06-02 00:46:46,2025-06-01 15:46:48,渡邉　悟史,ワタナベ　サトシ
C2SEM40140,2025,参画ゼミナールⅢ,,社会学部,4年次,深草,前期　火１(C216),2,,2025-06-02 00:46:49,2025-06-01 15:46:52,古莊　匡義,フルソウ　タダヨシ
C2SEM40210,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　火４(C333),2,,2025-06-02 00:46:49,2025-06-01 15:46:52,井上　辰樹,イノウエ　タツキ
C2SEM40220,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　火４(C334),2,,2025-06-02 00:46:49,2025-06-01 15:46:52,久保　和之,クボ　カズユキ
C2SEM40230,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　木４(C344),2,,2025-06-02 00:47:14,2025-06-01 15:47:14,坂本　清彦,サカモト　キヨヒコ
C2SEM40250,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　月３(C322),2,,2025-06-02 00:47:39,2025-06-01 15:47:41,松浦　哲郎,マツウラ　テツオ
C2SEM40260,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　金３(C307),2,,2025-06-02 00:47:39,2025-06-01 15:47:41,大西　孝之,オオニシ　タカユキ
C2SEM40270,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　木４(C345),2,,2025-06-02 00:47:38,2025-06-01 15:47:39,藤田　悟,フジタ　サトル
C2SEM40290,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　月３(C323),2,,2025-06-02 00:47:38,2025-06-01 15:47:38,李　相哲,リ　ソウテツ
C2SEM40300,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　木３(C354),2,,2025-06-02 00:47:39,2025-06-01 15:47:42,李　フ屏,リ　フピン
C2SEM40310,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　木３(C355),2,,2025-06-02 00:47:39,2025-06-01 15:47:41,築地　達郎,ツキジ　タツオ
C2SEM40320,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　木３(C356),2,,2025-06-02 00:47:38,2025-06-01 15:47:38,渡邉　悟史,ワタナベ　サトシ
C2SEM40340,2025,参画ゼミナールⅣ,,社会学部,4年次,深草,後期　火１(C317),2,,2025-06-02 00:47:38,2025-06-01 15:47:40,古莊　匡義,フルソウ　タダヨシ
C300000100,2025,居住福祉論,現実社会での実践から居住福祉を考える,社会学部,3年次～4年次,深草,前期　木３(C214),2,,2025-06-02 00:48:11,2025-06-01 15:48:13,奥野　修,オクノ　オサム
C300002200,2025,社会保障論,人権としての社会保障確立のために,社会学部,2年次～4年次,深草,前期　月４(C212)・木１（ペア）,4,"２０１６年度以降入学生用
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:48:14,2025-06-01 15:48:15,妹尾　知則,セノオ　トモノリ
C300002300,2025,家族福祉論,ソーシャルワークの視点から家族の幸せを考える,社会学部,2年次～4年次,深草,前期　火１(C212),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:48:14,2025-06-01 15:48:15,浦田　雅夫,ウラタ　マサオ
C300002400,2025,生活問題論,生活問題を構造的に理解する,社会学部,1年次～4年次,深草,後期　火１(C313),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:48:17,2025-06-01 15:48:20,砂脇　恵,スナワキ　メグミ
C300002500,2025,地域福祉論,地域福祉を推進していく力をつける,社会学部,2年次～4年次,深草,後期　月３(C314)・月４（ペア）,4,"社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:48:21,2025-06-01 15:48:22,筒井　乃り子,ツツイ　ノリコ
C300002600,2025,公的扶助論,貧困問題と生活保護制度,社会学部,2年次～4年次,深草,後期　火３(C312),2,２０２０年度以前入学生用,2025-06-02 00:48:21,2025-06-01 15:48:22,砂脇　恵,スナワキ　メグミ
C300002601,2025,貧困に対する支援,貧困問題と生活保護制度,社会学部,2年次～4年次,深草,後期　火３(C311),2,"２０２１年度以降入学生用
社会福祉士指定科目",2025-06-02 00:48:21,2025-06-01 15:48:22,砂脇　恵,スナワキ　メグミ
C300002700,2025,スクールソーシャルワーク,教育福祉の視点からスクールソーシャルワークを考える,社会学部,2年次～4年次,深草,後期　火４(C325),2,２０１６年度以降入学生用,2025-06-02 00:48:21,2025-06-01 15:48:22,栗田　修司,クリタ　シユウジ
C300002800,2025,仏教福祉論,福祉とつながる仏教,社会学部,2年次～4年次,深草,後期　火３(C313),2,,2025-06-02 00:48:46,2025-06-01 15:48:46,長崎　陽子,ナガサキ　ヨウコ
C300002900,2025,社会政策論,労働と福祉の政策,社会学部,3年次～4年次,深草,後期　木４(C331),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:48:54,2025-06-01 15:48:59,太谷　亜由美,オオタニ　アユミ
C300003000,2025,地方自治論,,社会学部,2年次～4年次,深草,後期　火３(C314),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:48:58,2025-06-01 15:48:59,尹　誠國,ユン　ソンクック
C300003100,2025,社会福祉調査論,社会福祉調査の理論と実際,社会学部,2年次～4年次,深草,後期　火５(C310),2,２０２０年度以前入学生用,2025-06-02 00:48:58,2025-06-01 15:48:59,玉本　拓郎,タマモト　タクロウ
C300003101,2025,社会福祉調査の基礎,社会福祉調査の理論と実際,社会学部,2年次～4年次,深草,後期　火５(C309),2,"２０２１年度以降入学生用
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:48:59,2025-06-01 15:48:59,玉本　拓郎,タマモト　タクロウ
C300003710,2025,精神障害リハビリテーション論,,社会学部,3年次～4年次,深草,前期　火２(C203),2,精神保健福祉士指定科目,2025-06-02 00:48:59,2025-06-01 15:48:59,和泉　亮,イズミ　リョウ
C300003910,2025,精神保健福祉援助演習Ⅰ,精神保健福祉領域における援助実践に必要なソーシャルワークの価値と支援方法を学ぶ,社会学部,4年次,深草,前期　水５(C204),2,"２０２１年度以降入学生用
精神保健福祉士指定科目",2025-06-02 00:48:59,2025-06-01 15:48:59,吉池　毅志,ヨシイケ　タカシ
C300003919,2025,精神保健福祉援助演習Ⅰ,精神保健福祉領域における援助実践に必要なソーシャルワークの価値と支援方法を学ぶ,社会学部,4年次,深草,前期　木２,2,,2025-06-02 00:49:01,2025-06-01 15:49:05,樽井　康彦,タルイ　ヤスヒコ
C300003920,2025,精神保健福祉援助演習Ⅱ,精神保健福祉領域における援助実践に必要なソーシャルワークの価値と支援方法を学ぶ,社会学部,4年次,深草,後期　木３(C342)・木４（ペア）,4,"２０２１年度以降入学生用
精神保健福祉士指定科目",2025-06-02 00:49:26,2025-06-01 15:49:26,樽井　康彦,タルイ　ヤスヒコ
C300003999,2025,精神保健福祉援助演習Ⅱ,精神保健福祉領域における援助実践に必要なソーシャルワークの価値と支援方法を学ぶ,社会学部,4年次,深草,後期　月３・月４（ペア）,4,,2025-06-02 00:49:51,2025-06-01 15:49:52,樽井　康彦,タルイ　ヤスヒコ
C300004100,2025,ソーシャルワークの理論と方法Ⅰ,ソーシャルワークの理論と方法を4次元プロセスで学ぶ。,社会学部,2年次～4年次,深草,前期　火５(C212)・木４（ペア）,4,２０２０年度以降入学生用,2025-06-02 00:49:52,2025-06-01 15:49:53,栗田　修司,クリタ　シユウジ
C300004200,2025,医学概論,人体の構造と機能及び疾病,社会学部,1年次～4年次,深草,後期　火２(C304),2,"社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:49:52,2025-06-01 15:49:52,浅井　大介,アサイ　ダイスケ
C300004300,2025,社会福祉原論,社会福祉とは何かを考える,社会学部,2年次～4年次,深草,前期　火１(C214)・火３（ペア）,4,"２０１６年度以降入学生用
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:49:52,2025-06-01 15:49:52,砂脇　恵,スナワキ　メグミ
C300004501,2025,ソーシャルワークの基盤と専門職,,社会学部,1年次～4年次,深草,前期　月３(C216),2,"２０２１年度以降入学生用　
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:49:52,2025-06-01 15:49:52,山田　容,ヤマダ　ヨウ
C300004502,2025,ソーシャルワークの基盤と専門職（専門）,,社会学部,1年次～4年次,深草,後期　金４(C311),2,"２０２１年度以降入学生用　
社会福祉士指定科目",2025-06-02 00:49:52,2025-06-01 15:49:52,山田　容,ヤマダ　ヨウ
C300004600,2025,権利擁護と成年後見制度,,社会学部,2年次～4年次,深草,前期　月５(C203),2,２０２０年度以前入学生用,2025-06-02 00:49:51,2025-06-01 15:49:52,桐髙　とよみ,キリタカ　トヨミ
C300004700,2025,保健医療と福祉,保健医療と福祉,社会学部,3年次～4年次,深草,前期　木４(C237),2,社会福祉士指定科目,2025-06-02 00:49:52,2025-06-01 15:49:52,中村　明美,ナカムラ　アケミ
C300004710,2025,保健医療論,保健医療と福祉,社会学部,3年次～4年次,深草,前期　木４(C238),2,２０２０年度以前入学生用,2025-06-02 00:50:26,2025-06-01 15:50:30,中村　明美,ナカムラ　アケミ
C300005000,2025,医療ソーシャルワーク,医療ソーシャルワークの果たす役割と任務,社会学部,2年次～4年次,深草,前期　月３(C217),2,,2025-06-02 00:50:30,2025-06-01 15:50:33,大坪　勇,オオツボ　イサム
C300005010,2025,精神保健福祉援助技術論,ソーシャルワークの歴史と理論を学ぶことで、基本的な援助姿勢を身につける機会とする。,社会学部,3年次～4年次,深草,前期　月３(C215)・月４（ペア）,4,精神保健福祉士指定科目,2025-06-02 00:50:31,2025-06-01 15:50:33,金子　秀明,カネコ　ヒデアキ
C300005100,2025,障害児支援論,障害のある子どもと家族を支えるということ,社会学部,2年次～4年次,深草,後期　木３(C344),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:50:32,2025-06-01 15:50:33,坂本　彩,サカモト　アヤ
C300005200,2025,福祉サービスの組織と経営,,社会学部,3年次～4年次,深草,前期　木５(C221),2,社会福祉士指定科目,2025-06-02 00:50:32,2025-06-01 15:50:33,久門　誠,ヒサカド　マコト
C300005210,2025,社会福祉運営管理論,,社会学部,3年次～4年次,深草,前期　木５(C222),2,２０２０年度以前入学生用,2025-06-02 00:50:33,2025-06-01 15:50:33,久門　誠,ヒサカド　マコト
C300005300,2025,心理学と心理的支援,＜心理学＞及び＜心理的支援実践＞の基礎を理解する,社会学部,1年次～4年次,深草,後期　金５(C302),2,"２０２１年度以降入学生用
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:50:35,2025-06-01 15:50:37,松島　恵介,マツシマ　ケイスケ
C300005310,2025,心理学理論と心理的支援,＜心理学＞及び＜心理的支援実践＞の基礎を理解する,社会学部,1年次～4年次,深草,後期　金５(C303),2,２０２０年度以前入学生用,2025-06-02 00:50:35,2025-06-01 15:50:37,松島　恵介,マツシマ　ケイスケ
C300005400,2025,社会学と社会システム,自己のリアリティと社会,社会学部,1年次～4年次,深草,前期　火５(C213),2,"２０２１年度以降入学生用
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:51:02,2025-06-01 15:51:03,山本　哲司,ヤマモト　テツジ
C300005410,2025,社会理論と社会システム,自己のリアリティと社会,社会学部,1年次～4年次,深草,前期　火５(C214),2,２０２０年度以前入学生用,2025-06-02 00:51:11,2025-06-01 15:51:13,山本　哲司,ヤマモト　テツジ
C300005700,2025,多文化共生論,多文化共生の「困難」と「可能性」を考える,社会学部,1年次～4年次,深草,後期　金４(C314),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:51:11,2025-06-01 15:51:14,鈴木　暁子,スズキ　アキコ
C300005800,2025,人間の心理と発達,乳児期から青年期までの心理的発達を知る,社会学部,2年次～4年次,深草,前期　金３(C206),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:51:12,2025-06-01 15:51:14,小川　徳子,オガワ　トクコ
C300005900,2025,民法,民法（民法典及び民法という分野）の概要と社会的機能の理解,社会学部,1年次～4年次,深草,後期　水３(C309),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:51:12,2025-06-01 15:51:14,須永　知彦,スナガ　トモヒコ
C300006000,2025,社会イノベーション実践論,市民による社会変革のアプローチ,社会学部,1年次～4年次,深草,後期　金２(C308),2,,2025-06-02 00:51:12,2025-06-01 15:51:14,川中　大輔,カワナカ　ダイスケ
C300006001,2025,社会イノベーション実践論,市民による社会変革のアプローチ,社会学部,1年次～4年次,深草,後期　金２(C309),2,,2025-06-02 00:51:15,2025-06-01 15:51:18,阪口　春彦,サカグチ　ハルヒコ
C300006100,2025,高齢者福祉論Ⅰ,,社会学部,1年次～4年次,深草,前期　火４(C242),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）
社会福祉士指定科目",2025-06-02 00:51:15,2025-06-01 15:51:18,春名　苗,ハルナ　ミツ
C300006200,2025,高齢者福祉論Ⅱ,,社会学部,1年次～4年次,深草,後期　金３(C341),2,,2025-06-02 00:51:39,2025-06-01 15:51:39,春名　苗,ハルナ　ミツ
C300006300,2025,児童福祉論Ⅰ,児童の権利擁護の実際と大人の責務,社会学部,1年次～4年次,深草,後期　月３(C328),2,２０１６～２０１９年度入学生用,2025-06-02 00:52:14,2025-06-01 15:52:16,土田　美世子,ツチダ　ミヨコ
C300006400,2025,児童福祉論Ⅱ,子ども家庭福祉の制度と実際－子どもの最善の利益保障とは－,社会学部,1年次～4年次,深草,前期　金４(C228),2,２０１６～２０１９年度入学生用,2025-06-02 00:52:14,2025-06-01 15:52:16,土田　美世子,ツチダ　ミヨコ
C300006500,2025,障害者福祉論Ⅰ,障害者福祉を支える思想に学ぶ,社会学部,1年次～4年次,深草,後期　金１(C310),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）
２０１６～２０１９年度入学生用",2025-06-02 00:52:14,2025-06-01 15:52:16,立田　瑞穂,タツタ　ミズホ
C300006600,2025,障害者福祉論Ⅱ,障害者に対する支援について、法制度を中心に学ぶ,社会学部,1年次～4年次,深草,前期　金１(C208),2,２０１６～２０１９年度入学生用,2025-06-02 00:52:16,2025-06-01 15:52:25,立田　瑞穂,タツタ　ミズホ
C300006700,2025,社会福祉史,これまで勉強してきた歴史(日本史・世界史)を社会福祉の視点から見てみましょう。,社会学部,1年次～4年次,深草,後期　金１(C311),2,,2025-06-02 00:52:14,2025-06-01 15:52:16,倉持　史朗,クラモチ　フミトキ
C300006800,2025,社会福祉実践論,現場から学ぶ社会福祉,社会学部,1年次～4年次,深草,前期　金５(C204),2,,2025-06-02 00:52:14,2025-06-01 15:52:16,砂脇　恵,スナワキ　メグミ
C300006801,2025,社会福祉実践論,現場から学ぶ社会福祉,社会学部,1年次～4年次,深草,前期　金５(C205),2,,2025-06-02 00:52:14,2025-06-01 15:52:16,伊藤　優子,イトウ　ユウコ
C300006802,2025,社会福祉実践論,現場から学ぶ社会福祉,社会学部,1年次～4年次,深草,前期　金５(C206),2,,2025-06-02 00:52:14,2025-06-01 15:52:16,,
C300006900,2025,手話コミュニケーション論,きこえない・きこえにくい人の暮らしや手話言語などについて一緒に学びませんか。,社会学部,1年次～4年次,深草,前期　火３(C250),2,２０２０年度以降入学生用,2025-06-02 00:52:56,2025-06-01 15:52:58,中西　久美子,ナカニシ　クミコ
C300007000,2025,臨床心理学理論と方法,,社会学部,2年次～4年次,深草,前期　金４(C229),2,,2025-06-02 00:52:56,2025-06-01 15:52:58,松島　恵介,マツシマ　ケイスケ
C300007100,2025,社会企業論,社会的企業と社会福祉,社会学部,2年次～4年次,深草,後期　金１(C312),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:52:56,2025-06-01 15:52:58,村井　琢哉,ムライ　タクヤ
C300007200,2025,支援コミュニケーション論,,社会学部,2年次～4年次,深草,前期　月１(C202),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:53:00,2025-06-01 15:53:03,山田　容,ヤマダ　ヨウ
C300007201,2025,支援コミュニケーション論,,社会学部,2年次～4年次,深草,前期　月１(C203),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:53:00,2025-06-01 15:53:03,中村　美智代,ナカムラ　ミチヨ
C300007202,2025,支援コミュニケーション論,,社会学部,2年次～4年次,深草,前期　月１(C204),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:53:00,2025-06-01 15:53:03,村田　智美,ムラタ　トモミ
C300007500,2025,社会貢献論,市民による社会貢献のデザイン,社会学部,2年次～4年次,深草,前期　木３(C263),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:53:00,2025-06-01 15:53:03,山口　洋典,ヤマグチ　ヒロノリ
C300007600,2025,国際福祉論,世界主要国の福祉政策,社会学部,2年次～4年次,深草,後期　木３(C364),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:53:05,2025-06-01 15:53:06,太谷　亜由美,オオタニ　アユミ
C300007700,2025,国際福祉英会話,,社会学部,2年次～4年次,深草,前期　金４(C230),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:53:35,2025-06-01 15:53:38,前川　貴史,マエカワ　タカフミ
C300007900,2025,ライフコースとセーフティネット,個人のライフコースと社会保障制度,社会学部,1年次～4年次,深草,前期　木３(C265),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）",2025-06-02 00:53:35,2025-06-01 15:53:38,太谷　亜由美,オオタニ　アユミ
C300008100,2025,障害者教育総論,,社会学部,2年次～4年次,深草,前期　火４(C243),2,福祉教育科目,2025-06-02 00:53:35,2025-06-01 15:53:38,土田　美世子,ツチダ　ミヨコ
C300009000,2025,障害者発達論,教育福祉、障害児・者支援のための心理・福祉的アプローチ,社会学部,3年次～4年次,深草,後期　月４(C320),2,福祉教育科目,2025-06-02 00:53:39,2025-06-01 15:53:41,土田　美世子,ツチダ　ミヨコ
C300009600,2025,社会福祉調査実習,社会福祉調査の理論と実際,社会学部,3年次～4年次,深草,通年　火４(C144),2,,2025-06-02 00:53:39,2025-06-01 15:53:41,玉本　拓郎,タマモト　タクロウ
C300010101,2025,精神保健福祉制度論,精神保健福祉に関する法体系、施策の概要について学ぶ。,社会学部,1年次～4年次,深草,後期　木５(C313),2,"学部共通講義（現代福祉学科提供）
卒業要件単位に含まれるのは上限１６単位まで（社会学科・コミュニティマネジメント学科）
２０２１年度以降入学生用
精神保健福祉士指定科目",2025-06-02 00:53:39,2025-06-01 15:53:41,西川　健一,ニシカワ　ケンイチ
C300090100,2025,卒業研究,,社会学部,4年次,深草,通年　集中(C123),4,,2025-06-02 00:53:39,2025-06-01 15:53:41,春名　苗,ハルナ　ミツ
C300090110,2025,卒業研究,,社会学部,4年次,深草,通年　集中(C132),4,,2025-06-02 00:53:43,2025-06-01 15:53:45,山田　容,ヤマダ　ヨウ
C300090120,2025,卒業研究,,社会学部,4年次,深草,通年　集中(C133),4,,2025-06-02 00:54:11,2025-06-01 15:54:12,山口　浩次,ヤマグチ　コウジ
C300090200,2025,卒業研究,社会デザイン研究／社会イノベーション実践研究,社会学部,4年次,深草,通年　集中(C124),4,,2025-06-02 00:54:38,2025-06-01 15:54:39,川中　大輔,カワナカ　ダイスケ
C300090300,2025,卒業研究,現代福祉学科の学生としての集大成,社会学部,4年次,深草,通年　集中(C125),4,,2025-06-02 00:54:38,2025-06-01 15:54:39,栗田　修司,クリタ　シユウジ
C300090400,2025,卒業研究,,社会学部,4年次,深草,通年　集中(C126),4,,2025-06-02 00:54:38,2025-06-01 15:54:39,砂脇　恵,スナワキ　メグミ
C300090500,2025,卒業研究,４年間の学びの集大成,社会学部,4年次,深草,通年　集中(C127),4,,2025-06-02 00:54:38,2025-06-01 15:54:39,筒井　乃り子,ツツイ　ノリコ
C300090600,2025,卒業研究,,社会学部,4年次,深草,通年　集中(C128),4,,2025-06-02 00:54:38,2025-06-01 15:54:39,立田　瑞穂,タツタ　ミズホ
C300090700,2025,卒業研究,,社会学部,4年次,深草,通年　集中(C129),4,,2025-06-02 00:54:38,2025-06-01 15:54:39,樽井　康彦,タルイ　ヤスヒコ
C300090800,2025,卒業研究,,社会学部,4年次,深草,通年　集中(C130),4,,2025-06-02 00:54:38,2025-06-01 15:54:39,土田　美世子,ツチダ　ミヨコ
C300091000,2025,卒業研究,各自の研究テーマに沿って、論文執筆の指導を行う。,社会学部,4年次,深草,通年　集中(C131),4,,2025-06-02 00:54:38,2025-06-01 15:54:39,村田　智美,ムラタ　トモミ
C300991000,2025,精神保健福祉の原理,精神保健福祉の原理に関する基本を学ぶ,社会学部,2年次～4年次,深草,後期　金３(C303)・金４（ペア）,4,"２０２１年度以降入学生用
精神保健福祉士指定科目",2025-06-02 00:55:07,2025-06-01 15:55:08,樽井　康彦,タルイ　ヤスヒコ
C300991100,2025,現代の精神保健の課題と支援Ⅰ,精神保健の基本的な理念や概念について理解する。,社会学部,2年次～4年次,深草,後期　木３(C341),2,"２０２１年度以降入学生用
精神保健福祉士指定科目",2025-06-02 00:55:08,2025-06-01 15:55:10,金子　秀明,カネコ　ヒデアキ
C300991200,2025,現代の精神保健の課題と支援Ⅱ,現代の精神保健の実際と支援,社会学部,2年次～4年次,深草,後期　木４(C332),2,"２０２１年度以降入学生用
精神保健福祉士指定科目",2025-06-02 00:55:15,2025-06-01 15:55:17,金子　秀明,カネコ　ヒデアキ
C300991201,2025,精神医学と精神医療,,社会学部,2年次～4年次,深草,後期　木１(C364),4,"２０２１年度以降入学生用
精神保健福祉士指定科目",2025-06-02 00:55:16,2025-06-01 15:55:17,武本　一美,タケモト　カズミ
C300991202,2025,精神医学と精神医療,,社会学部,2年次～4年次,深草,後期　木２,4,"２０２１年度以降入学生用
精神保健福祉士指定科目",2025-06-02 00:55:16,2025-06-01 15:55:17,武本　一美,タケモト　カズミ
C300991300,2025,ソーシャルワークの理論と方法,ソーシャルワークの理論と方法を4次元プロセスで学ぶ。,社会学部,2年次～4年次,深草,前期　火５(C211)・木４（ペア）,4,"２０２１年度以降入学生用
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:55:16,2025-06-01 15:55:17,栗田　修司,クリタ　シユウジ
C300991400,2025,ソーシャルワークの理論と方法（専門）,,社会学部,2年次～4年次,深草,後期　水３(C306)・水４（ペア）,4,"２０２１年度以降入学生用
社会福祉士指定科目",2025-06-02 00:55:19,2025-06-01 15:55:21,塩田　祥子,シオタ　ショウコ
C300991500,2025,権利擁護を支える法制度,,社会学部,2年次～4年次,深草,前期　月５(C202),2,"２０２１年度以降入学生用　
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:55:19,2025-06-01 15:55:21,桐髙　とよみ,キリタカ　トヨミ
C300991600,2025,刑事司法と福祉,刑事司法ソーシャルワーク入門,社会学部,2年次～4年次,深草,前期　月２(C207),2,"２０２１年度以降入学生用
社会福祉士指定科目
精神保健福祉士指定科目",2025-06-02 00:55:42,2025-06-01 15:55:42,掛川　直之,カケガワ　ナオユキ
C31A000900,2025,情報処理実習ⅠＡ,インターネット、ワードプロセッサ、およびプレゼンテーションの基礎,社会学部,1年次～4年次,深草,後期　火５(C303),1,,2025-06-02 00:55:43,2025-06-01 15:55:44,須羽　新二,スワ　シンジ
C31B000900,2025,情報処理実習ⅠＢ,表計算ソフトとソフトウェアの総合的利用,社会学部,1年次～4年次,深草,前期　火５(C204),1,,2025-06-02 00:55:54,2025-06-01 15:55:56,須羽　新二,スワ　シンジ
C32A000100,2025,情報処理実習ⅡＡ,コンピュータで学ぶ統計学,社会学部,2年次～4年次,深草,前期　木３(C216),1,,2025-06-02 00:55:54,2025-06-01 15:55:56,多田　敦士,タダ　アツシ
C32A000200,2025,情報処理実習ⅡＡ,コンピュータで学ぶ統計学,社会学部,2年次～4年次,深草,前期　木３(C217),1,,2025-06-02 00:55:54,2025-06-01 15:55:56,保田　その,ヤスダ　ソノ
C32A000300,2025,情報処理実習ⅡＡ,表計算ソフトを活用したアンケート調査分析,社会学部,2年次～4年次,深草,前期　木３(C218),1,,2025-06-02 00:55:54,2025-06-01 15:55:56,須羽　新二,スワ　シンジ
C32A000400,2025,情報処理実習ⅡＡ,コンピュータで学ぶ統計学,社会学部,2年次～4年次,深草,前期　木３(C219),1,,2025-06-02 00:55:57,2025-06-01 15:56:01,湯川　宗紀,ユカワ　ムネキ
C32B000100,2025,情報処理実習ⅡＢ,コンピュータで学ぶ統計学,社会学部,2年次～4年次,深草,後期　木３(C320),1,,2025-06-02 00:55:57,2025-06-01 15:56:01,湯川　宗紀,ユカワ　ムネキ
C32B000200,2025,情報処理実習ⅡＢ,コンピュータで学ぶ統計学,社会学部,2年次～4年次,深草,後期　木３(C321),1,,2025-06-02 00:56:19,2025-06-01 15:56:19,多田　敦士,タダ　アツシ
C32B000300,2025,情報処理実習ⅡＢ,統計学と調査データ分析,社会学部,2年次～4年次,深草,後期　木３(C322),1,,2025-06-02 00:56:44,2025-06-01 15:56:44,須羽　新二,スワ　シンジ
C32B000400,2025,情報処理実習ⅡＢ,コンピュータで学ぶ統計学,社会学部,2年次～4年次,深草,後期　木３(C323),1,,2025-06-02 00:56:44,2025-06-01 15:56:47,保田　その,ヤスダ　ソノ
C3FW1A0110,2025,ソーシャルワーク実習指導Ⅰ,ソーシャルワーク実践現場を理解し、実習課題を明確化する,社会学部,3年次～4年次,深草,前期　木３(C227),2,,2025-06-02 00:56:45,2025-06-01 15:56:47,立田　瑞穂,タツタ　ミズホ
C3FW1A0120,2025,ソーシャルワーク実習指導Ⅰ,ソーシャルワーク実践現場を理解し、実習課題を明確化する,社会学部,3年次～4年次,深草,前期　木３(C228),2,,2025-06-02 00:56:44,2025-06-01 15:56:44,栗田　修司,クリタ　シユウジ
C3FW1A0140,2025,ソーシャルワーク実習指導Ⅰ,ソーシャルワーク実践現場を理解し、実習課題を明確化する,社会学部,3年次～4年次,深草,前期　木３(C229),2,,2025-06-02 00:56:45,2025-06-01 15:56:47,春名　苗,ハルナ　ミツ
C3FW1A0150,2025,ソーシャルワーク実習指導Ⅰ,ソーシャルワーク実践現場を理解し、実習課題を明確化する,社会学部,3年次～4年次,深草,前期　木３(C230),2,,2025-06-02 00:56:44,2025-06-01 15:56:44,村田　智美,ムラタ　トモミ
